,title,body,impression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Yamakou Hon Maguro,"On September 18 at 10:17 AM, I visited Kaiten Sushi Ginza Onodera in Omotesando despite the rain.I ordered one piece of lean tuna and one tekka maki. The tuna from Oma was delicious, of course, but personally, I prefer the one from Toi. This is my fourth time at a kaiten sushi restaurant, so I think I'll try a standing sushi bar next.","The words representing the reviewer's impressions are:

* delicious",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Non-Conveyor Sushi,"I had been curious about this place.On my nephew's birthday, he wanted sushi, so we visited with four people. Being a rainy Friday, there were a few groups waiting around 6 PM. I thought it might take a while for a table for four, but we were promptly seated at a booth.Ordering is done via a touch panel, and the chefs prepare the sushi right there.Even though it's a conveyor belt sushi restaurant, nothing is actually rotating. I wonder what the conveyor is for? (laughs)The prices are not cheap; high-end pieces are over JPY 800 each, but there are also items starting from JPY 200 for two pieces. So, depending on what you order, it can be reasonably priced. However, if you indulge in what you want, expect to spend around JPY 7000.The sushi was delicious, and they use red vinegar for the rice, which was on the smaller sidesimilar to what you'd find in a high-end sushi restaurant.Considering that, it feels like a bargain for enjoying high-quality sushi, albeit on conveyor belt plates with clear pricing.Everything we ate was delicious, so I left feeling completely satisfied.","Here are the words representing the reviewer's impressions:

* curious
* thought (it might take a while)
* promptly (seated)
* wonder (what the conveyor is for)
* not cheap
* reasonably priced
* indulge
* delicious
* bargain
* completely satisfied

These words convey the reviewer's initial curiosity, surprise, and satisfaction with their experience at the sushi restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Deliciously Finished Mackerel (),"I had a great experience.Even though it was a weekday around noon, there was no line or waiting customers, so I was easily drawn in.Here’s what I ordered:Ankimo JPY 510Tempura of seafood JPY 420Baby sardine sushi JPY 320Red tuna sushi JPY 420Medium fatty tuna sushi JPY 620Marinated red tuna sushi JPY 510Shime-Saba JPY 420The tuna comes from Yamazaki. I ordered each of the sushi items as individual pieces, except for the shime-saba.The sushi featured sushi rice made with red vinegar, and the toppings were brushed with a sweet sauce before serving.All the dishes were very delicious (), especially the ankimo and shime-saba.The tuna was good, but the smoky flavor from the rice or sweet sauce stood out more with the tuna and baby sardine, which was a slight disappointment.The restaurant was very clean, with a calm atmosphere, yet there was a lively vibe. I noticed a few women dining alone as well.The service was decent, though one staff member behind the counter kept repeating questions, which was a bit irritating, but still within acceptable limits.I unexpectedly had some time during lunchtime, so I decided to stop by, but I didn’t think of going for kaiten sushi in Omotesando. If the same situation arises, I would definitely consider visiting again.","Here are the words representing the reviewer's impressions:

* great
* easily drawn in
* delicious
* very delicious
* good
* slight disappointment
* clean
* calm
* lively
* decent
* irritating
* acceptable

These words convey the reviewer's positive and negative emotions and thoughts about their experience at the sushi restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Especially high satisfaction with the rolls,"A recently popular spot, this kaiten sushi is brought to you by none other than 'Kaiten Sushi Ginza Onodera.' It's said you can enjoy high-quality sushi at a reasonable price. I wanted to check it out, but I anticipated it would be super crowded since it's featured in the media. However, I arrived on a weekday at 4 PM and was able to get in right away.I'm thrilled to indulge in tuna from Yamako. While the nigiri is great, I particularly enjoyed the rolls. The tuna is so delicious that wrapping it with red sushi rice in crispy nori is simply perfect. The Nakaochi Gunkan Sushi was also top-notch.Ordering through the touch panel is easy, and the sushi comes out quickly. Instead of a conveyor belt, all orders are handed directly. There are plates of different sizes stacked, so it might be a bit confusing when you receive them.The interior is clean and the staff is lively. Overall, it seems like a great place!I think I had around 10 plates for about JPY 4,500. Each piece is small, so I didn't feel overly stuffed, but I was certainly satisfied with the quality. It was a great meal!","Here are the words representing the reviewer's impressions:

* thrilled
* great
* perfect
* top-notch
* easy
* quickly
* clean
* lively
* great
* satisfied

These words convey the reviewer's positive emotions and opinions about their dining experience at the sushi restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,The new buzzworthy restaurant by Michelin-starred Kaiten Sushi Ginza Onodera in Omotesando is surprisingly affordable and incredibly delicious!,"For more details, please check the blog:https://tokyo-tabearuki.com/kaiten-onodera-omotesandoToday's topics:1. What is Kaiten Sushi Ginza Onodera?2. Appearance, menu, reservation system, and atmosphere of Kaiten Sushi Ginza Onodera in Omotesando3. What I had at Kaiten Sushi Ginza Onodera in Omotesando 3.1 Sushi and appetizers 3.2 Drinks4. Directions, opening hours, and ratings for Kaiten Sushi Ginza Onodera in Omotesando1. What is Kaiten Sushi Ginza Onodera?Ginza Onodera, which started offering Kaiten Sushi and standing sushi in October 2021, has been frequently featured in the media.It’s known as a Michelin-star restaurant, which I thought was out of my league, but maybe as a fan of B-class gourmet, I could try their Kaiten Sushi?According to their website, it states:""From Ginza to the world.""""Kaiten Sushi Ginza Onodera, based in Ginza, Tokyo, has 12 locations across 5 regions worldwide, aiming to spread refined Japanese culture through food.""Hmm. As I researched the restaurant, it turns out that Ginza Onodera isn’t just sushi; they also offer tempura, teppanyaki, and French cuisine.[Locations of Ginza Onodera as of March 2022]- ""Sushi Ginza Onodera"" in Ginza, Shanghai, Hawaii, Los Angeles, New York- ""Kaiten Sushi Ginza Onodera Main Branch"" in Omotesando- ""Standing Sushi Ginza Onodera Main Branch"" in Omotesando- ""Sushi Ginza Onodera Second Branch"" in Futako-Tamagawa- ""Tempura Ginza Onodera"" in Ginza, Shanghai- ""Charcoal Grilled Ginza Onodera"" in Ginza- ""Teppanyaki Ginza Onodera"" in ShanghaiThe ""Charcoal Grilled"" location is a mystery, but it seems to be a French restaurant. I also looked up some of their locations outside Japan that have been featured in the Michelin guide.[Michelin-listed locations of Ginza Onodera]- ""Charcoal Grilled Ginza Onodera"" has one star in the Michelin Guide Tokyo 2021 and 2022.- ""Sushi Ginza Onodera Los Angeles"" received two stars in the Michelin Guide California 2019.- ""Sushi Ginza Onodera New York"" has earned two stars in the Michelin Guide NYC 2018 and 2019, and one star in 2017, 2020, and 2021.That's impressive!Now, regarding ""Kaiten Sushi Ginza Onodera Main Branch""; it seems to be priced relatively high for a Kaiten Sushi restaurant, but since it looks like a great blog topic, I definitely wanted to go.However, I heard the lines can be quite long, and reservations aren’t accepted for anything but private rooms. Hmm.Recently, though, I came across a review saying the lines weren't that bad. Really?Just then, I was going out to dinner with my friend O-kun, and when I mentioned wanting to go to ""Onodera,"" he seemed interested as well, and we quickly made plans.According to O-kun, ""When I tried to make a reservation at Onodera in Hawaii, I couldn’t get one."" So, it’s a sort of revenge visit for him. Wow, I didn’t even know they had a location in Hawaii until then.So, while the lines didn’t seem too severe, we agreed that the best time to go would be early on a weekday evening, and we set a meeting time for 5:30 PM.Our timing was perfect, and we didn’t wait long to be seated.The sushi we tried was exquisite, just as we hoped. I initially thought it might not be that great, but it exceeded our expectations.However, I’d suggest having a budget of at least JPY 5000.It felt like a high price for Kaiten Sushi but reasonable for high-end sushi.Even if you drink a lot and order the pricier items, it seems you would still get change from JPY 10,000.2. Appearance, menu, reservation system, and atmosphere of Kaiten Sushi Ginza Onodera in OmotesandoIt's been a while since I visited Omotesando.Near Omotesando IntersectionI usually walk from Harajuku or Shibuya, but I suddenly wanted to arrive a bit earlier, so I took the subway.The ""Kaiten Sushi Onodera"" is located a little further down from Omotesando Intersection, where you walk towards Harajuku and turn left.The exterior of Kaiten Sushi Ginza Onodera Main Branch (first view)Good news, there’s no line.The entrance on the right is for ""Standing Sushi Onodera.""The exterior of Kaiten Sushi Ginza Onodera Main Branch (second view)I wasn't sure if that one was open. But since we aimed for the Kaiten Sushi, I only took a quick glance before heading inside.They also have a takeout menu. The Bara Chirashi looks incredibly delicious, but it’s JPY 3,240.Inside, there’s a machine for accepting numbers and issuing tickets.I grabbed ticket number 19 and sat down in the waiting area.This is where I met O-kun.From this angle, the atmosphere of the restaurant looks like this.The front has a U-shaped counter where several sushi chefs are working. Similar setups can be seen in my favorite active sushi spots.After a moment, we were guided to our seats.The place felt quite upscale.As time passed, I noticed the lighting was just perfect for taking photos. It seems they’ve carefully considered that customers would post on social media.The wall displayed the recommended dishes of the day:The recommended daily menu posted inside Kaiten Sushi Ginza OnoderaBasic orders were made via a touch panel.It was the familiar system that’s seen at popular places like Sushiro and Kura Sushi, but O-kun was amazed saying he had never seen it before since he typically doesn’t eat at Kaiten Sushi.I realized again how different our life paths have been since our student days. (laugh)Now, as I looked at the touch panel, I was shocked at what I saw.This homemade marinated mackerel kombu roll. I was planning to order it since it looks so Instagrammable, but sadly, it was already sold out. Sweat.Also, there was a much-coveted fish called ""Kue"".Though it looks grotesque, it’s currently waiting for stock.And finally, simmered anago (conger eel).I definitely meant to order this, but I realized I forgot to eat it.2. What I had at Kaiten Sushi Ginza Onodera in Omotesando2.1 Sushi and appetizersThe bill was separated, and we ordered separately. However, the drinks bill was handwritten and combined for two people.The photos I’ll post here primarily focus on what I ordered, but I’ve included some dishes where I just took a quick picture.To start, the ankimo (monkfish liver) was quite a surprise.Ankimo @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoThey clearly used fresh and high-quality ingredients. This might have been the best ankimo I’ve ever had. The texture was superb, and the delicately light seasoning was perfect.Next, we had shrimp fried whole in the shell.Whole shrimp fried in the shell @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoThe combination of seaweed salt and lemon was perfect. I enjoyed them crispy, right down to the shells.And then there was the mackerel.Mackerel @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoAs an oil-loving person, I always order this at sushi places, and it was fantastic. The melt-in-your-mouth texture was the best. The rice was red rice that had a mix of red vinegar. The portion size of the sushi was also more than adequate.Next were the two dishes O-kun had: shime saba (marinated mackerel) and maaji (jack mackerel).Homemade shime saba @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoMaaji @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoMeanwhile, I ordered the rich salmon belly.Rich salmon belly @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoSalmon is generally delicious, but this one was rich, and both the fatty part and the lean part were tasty.Finally, I ordered three pieces of ""Yamaco Hon Maguro"". I was determined to try this.First, the tekka maki (tuna rolls).Yamaco Hon Maguro tekka hosomaki @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoThe tuna was a bit larger with a golden ratio, making it delicious. Though there were some tough parts, when bitten, it brought out the flavors. This was classic good tuna.Next was the chutoro (medium fatty tuna).Yamaco Hon Maguro chutoro @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoThis was the one item that didn’t impress me much that day. It wasn’t overly fatty. The appearance was even more red than expected.But the final piece, the otoro (fatty tuna), was an artistic vision of marbling.Yamaco Hon Maguro otoro @ Kaiten Sushi Ginza Onodera Main Branch in OmotesandoIt was incredibly tender and delicious. By the way, the chutoro is JPY 620 per piece, and the otoro is JPY 930.3.2 DrinksFor drinks, we had two beers and one glass each of white and red wine.Premium Malts (medium) and Premium Malts (glass).Initially, I thought the glass might be too small, so I ordered the medium, but even that wasn’t a lot. I had the glass at the end.The wine was ""Payrelle Reserve."" The white was ""Payrelle Reserve Sauvignon Blanc"" from the Languedoc region of France, and the red was ""Payrelle Reserve Pinot Noir"" also from the Languedoc region of France.The Sauvignon Blanc had a noble flavor reminiscent of Chardonnay, and it was delicious.The Pinot Noir didn’t have as much body as I expected. I regretted that it was chilled, as it's one of those things that is usually best served at room temperature in sushi restaurants.The total bill was around JPY 13,000. O-kun ended up paying a bit more because he ordered more.Overall, it was highly satisfactory and reasonable, although I wouldn’t say they had an exceptionally skilled team of sushi chefs.4. Directions, opening hours, and ratings for Kaiten Sushi Ginza Onodera in Omotesando、E50-0001 Tokyo, Shibuya-ku, Jingumae 5-1-6 Omotesando Shibuya, Lunch Kaiten Sushi, Kaiten Sushi Il Palazzino, Omotesando 1F.It’s about a 3-minute walk from Omotesando Station.[Opening hours of Kaiten Sushi Ginza Onodera Main Branch]Monday to Sunday: 11:00 AM - 9:00 PMLast seating: 8:00 PM / Last Order: 8:30 PM*Alcoholic drinks are served until 8:00 PM.Irregular holidays.","Here are the words representing the reviewer's impressions:

* Exquisite
* Impressive
* Refined
* High-end
* Delicious
* Superb
* Perfect
* Fantastic
* Rich
* Tasty
* Classic
* Good
* Artistic
* Tender
* Delicious
* Highly satisfactory
* Reasonable
* Satisfactory

Note that some of these words may be used to describe the food, atmosphere, or service, while others may be used to express the reviewer's overall opinion or impression of the restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,"Delicious, but probably won't return. The target audience is somewhat unclear.","I stopped by around noon on the weekend and there was a wait of 27 parties! So I decided to come back on a Monday around 4:30 PM. There was no wait at all, and the restaurant was about half full.The sushi wasn't on a conveyor belt; instead, it was ordered via a touch panel. What stood out to me were the engawa (flounder fin) and the shime saba (vinegared mackerel) wrapped in kombu. I'm not usually a fan of engawa, but it was really delicious! The horse mackerel was thick, but it was just okay. The uni (sea urchin) was small, one bite size, but there was too much sushi rice compared to the uni, making it hard to taste.We tried various items like shrimp, amaebi (sweet shrimp), tuna, squid, and sardine. Four of us had a total of 36 plates for JPY 17,700.While it was tasty for a conveyor belt sushi place, those with money looking for something special would probably choose a high-end restaurant, especially when there are so many affordable sushi spots that are quite delicious. I didn't quite understand the target demographic. There might be many first-time visitors just giving it a try, but I doubt it will attract many repeat customers.The staff were friendly and energetic, but it came off as a bit cheap in feel. If this is positioned as a high-end sushi restaurant with a conveyor belt, a more polished service might be appropriate.It seems you could walk in without a wait during early weekday hours.It was a great meal.","Here are the words representing the reviewer's impressions:

* Delicious
* Really
* Okay
* Small
* Hard to taste
* Tasty
* Special
* Affordable
* Quite delicious
* Friendly
* Energetic
* Cheap
* Great

These words convey the reviewer's opinions about the food, service, and overall experience at the sushi restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"Delicious, but too many items are out of stock","There were quite a few regular menu items, including bottles of white wine, that were out of stock. By the end, the only thing left was soup with nori. This is unexpected for a Sunday around 1 PM.The tables weren't even cleared, and while there might have been unexpected guests, it still felt off.However, the tuna from Yamazuki was indeed delicious. The portions were large, the knife work was well done, and the red rice was also very good.","Here are the words representing the reviewer's impressions:

* unexpected
* off
* delicious
* good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Kaiten Sushi at Ginza Onodera!,"The tuna from Yamakou is incredible!!!I ended up eating a lot of tuna.The rolls were a bit disappointing, and quite a few items were sold out.Even though it's a conveyor belt sushi place, nothing was actually revolving.You can order via the touch panel, and they serve fresh sushi right out of the chef's hands. The quality is outstanding compared to other conveyor belt sushi restaurants! I definitely want to come back.","Here are the words representing the reviewer's impressions:

* incredible
* disappointing
* outstanding

These words convey the reviewer's positive and negative emotions towards their experience at the sushi restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,More than just conveyor belt sushi; on par with counter dining at Kaiten Sushi Ginza Onodera,"For my second stop, I went to a nearby Kaiten Sushi restaurant. I thought to myself, ""Can I really handle this?"" But I impulsively went in, thinking that with a conveyor belt sushi, it might be okay to only order a few pieces?!So this is the Kaiten Sushi Onodera featured in WBS! It’s located in quite a prime area.The interior has a more upscale feel compared to typical conveyor belt sushi places, giving it a slightly mature atmosphere. Moreover, there’s a large mirror in the back that makes the space look twice as wide! ◇Chirashi Sushi and assorted nigiri to-go: JPY 7800","Here are the words representing the reviewer's impressions:

* ""okay""
* ""upscale""
* ""mature""
* ""large""

These words convey the reviewer's positive impressions of the restaurant's atmosphere and interior design.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Conveyor Sushi Without the Conveyor,Quick lunch.- Seared Black Wagyu and Truffle Hand Roll: JPY 930- Sea Urchin Comparison: Horse Manure Uni vs. Purple Uni: JPY 930- Marinated Akami (Lean Tuna) from Yamako: JPY 510- Homemade Simmered Eel: JPY 620- Homemade Vinegared Mackerel Wrapped in Kombu: JPY 620- Overflowing Ikura Gunkan: JPY 930- Homemade Shoko: JPY 320- Bumaburi (Salted Mackerel Roe) Squid: JPY 510- Steamed Egg Custard with Snow Crab and Ikura: JPY 720Total: JPY 6090It was a great meal.,"Here are the words representing the reviewer's impression:

* Great",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Manage your expectations?,"I decided to have lunch in Omotesando, and since I had some free time, I made my first visit to Kaiten Sushi Ginza Onodera, which I had been curious about! I was prepared for a wait, but perhaps because it was a weekday, I was able to get in smoothly!I was seated at the counter and ordered through the touch panel in front of me. As expected given the Onodera name, the prices are significantly different from those at regular chain conveyor belt sushi restaurants (laughs). With high expectations, I ordered a comparison of head-on shrimp, kinmedai (golden eye snapper), sea urchin, sardines, horse mackerel, medium fatty tuna from Yamazaki, squid, tekka maki (tuna rolls), and of course, anago (grilled eel) at the end! I made sure not to forget the miso soup with fish scraps.Today's miso soup was made with salmon scraps and was hearty with large pieces of salmon. The restaurant was about 80% full, but I wasn’t kept waiting too long, and the dishes came out smoothly. Although it's a conveyor belt sushi place, the sushi is primarily prepared by the chefs who serve it directly to you right after making it.I took a few photos, but honestly, there wasn’t anything that particularly impressed me. Perhaps I had too high of expectations, especially considering the price in this area, which isn’t low, and for that price, the quality of the sushi didn't seem to match. I ordered a lot, so I left full, but I didn’t feel very satisfiedwhat a disappointment. The biggest letdown was that the anago, which I always have to have as my finishing dish, had a bit of a fishy smell and didn’t close the meal nicely.It was a great meal!","Here are the words representing the reviewer's impressions:

* Curious
* Prepared
* Expected
* High
* Impressed
* Disappointed
* Letdown
* Great

Note that the reviewer's impressions are mixed, with some positive comments (e.g. ""great meal"", ""smoothly"") and some negative comments (e.g. ""disappointment"", ""letdown"").",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Affordable Sushi at Onodera ,"I heard on the news that the high-end sushi restaurant ""Onodera"" has opened a conveyor sushi location in Omotesando, so I went there right away! Even though it's conveyor sushi, the prices are still a bit high, just like at Onodera!There were many unique offerings, but no tamago (egg)!?(I always have to order tamago when sushi arrives.)A bit hesitantly, I asked the staff, ""Do you have tamago?"" and they informed me that it’s not listed on the menu, but is available as a special item.Without knowing the price, I ordered the tamago...What arrived was actually ""tamagoyaki"" (Japanese omelet)!!It was fluffy, freshly made, and mildly sweetdelicious!The quality was so high! As expected from Onodera! I was impressed!(I forgot to take a picture of the all-important tamago...)","Here are the words representing the reviewer's impressions:

* unique
* high
* delicious
* fluffy
* freshly made
* mildly sweet
* impressive

These words convey the reviewer's positive emotions and thoughts about their experience at the sushi restaurant, including the quality of the food and their surprise and delight at discovering the tamagoyaki.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Kaiten Sushi at Ginza Onodera,"We decided to have a sushi lunch, and chose to visit Kaiten Sushi Ginza Onodera, which I had been wanting to try for a while. It opens at 11 AM, and even though we arrived a bit late, we got in without any issues. It started to get crowded right after us, so we were lucky! (laughs) Though it's a conveyor belt sushi place, the sushi isn't sitting out; instead, they bring it to you once you order! The comparison between the Nodoguro (blackthroat sea perch) and uni (sea urchin) was delicious! The medium-fatty tuna ( chutoro) was also tasty. It was inexpensive, so I might go back again! ^_^","Here are the words representing the reviewer's impressions:

* lucky
* delicious
* tasty
* inexpensive
* might go back again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Kaiten Sushi by Onodera Group,"While searching for places on Tabelog, I came across a restaurant with delicious-looking red vinegar sushi, and it turned out to be part of the Onodera Group. When you think of the Onodera Group, you think of their incredible track record, including being the top bidder for the first tuna auction in Toyosu, earning Michelin stars, and being recognized as one of Tabelog's top sushi restaurants in Tokyo. I had to go! ^_^After work in the city, I visited for dinner. I parked my car at a nearby coin parking lot and arrived at 6:50 PM with a companion. It was crowded, but we were able to enter without waiting, though customers arriving after us had to wait. This place is quite popular.We sat at the counter and placed our orders via the touch panel. Although it's called Kaiten Sushi, the sushi wasn’t actually rotating on the conveyer belt! (laughs)**Order:**Two pieces of medium fatty bluefin tuna, Yama Kou’s lean bluefin tuna, homemade simmered anago (sea eel), snow crab, genuine squid, whole head botan shrimp, lightly grilled engawa, grilled nodoguro (black throat sea perch), today’s select sea urchin small bowl, Yama Kou’s fatty bluefin tuna maki, and Aosa seaweed soup from Ise-Shima.The quality here is definitely not what you’d expect from a conveyor belt sushi restaurant. In fact, there’s no sushi actually rotating! I love the red vinegar rice. The Yama Kou bluefin tuna and homemade simmered anago were both delightful.We enjoyed a lot, and the total came to JPY 7,000, tax included, for one person. I definitely want to come back! It was a great meal.","Here are the words representing the reviewer's impressions:

* Delicious-looking
* Incredible
* Amazing
* Great
* Delightful
* Love
* Fantastic
* Wonderful
* Impressive

Note that some of these words may have been used in a humorous or ironic tone, but they generally convey a positive impression of the restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Kaiten Sushi at Ginza Onodera,"I visited the Kaiten Sushi branch of the ""Ginza Onodera Group,"" which opened in Omotesando last autumn.I arrived around 11:05, shortly after the weekend opening, and there were a few seats available. We were quickly seated, but soon after, more customers came in and it became fully booked.The interior is bright and flashy, but it doesn't feel particularly high-end.By the way, the sushi doesn’t revolve; instead, you order via a touch panel system.We toasted with a ""draft beer"" and started with ""fried squid legs"". We then ordered a variety of fish, starting with ""cold gray mullet,"" ""natural sea bream,"" and ""stone bream,"" followed by ""Yamako Hon Maguro Akami,"" ""purple sea urchin,"" "" bafun sea urchin,"" ""seared salmon,"" ""homemade simmered conger eel,"" ""red sea bream,"" and ""live yellowtail,"" along with ""Aosa seaweed soup from Ise-Shima.""In terms of taste, the sushi's quality, from the toppings to the skill of the chef, feels like it's positioned between high-end sushi and local sushi shops, which is reflected in the pricing.In other words, while it isn't top-tier sushi, its quality and offerings stand out from cheap conveyor-belt sushi and neighborhood sushi establishments. I believe it is a welcoming place that will appeal to the mid-range customer base.","Here are the words representing the reviewer's impressions:

* bright
* flashy
* high-end (not particularly)
* fully booked
* welcoming
* appealing
* top-tier (not)
* cheap (not)
* stand out
* mid-range

Note that some of these words may have a neutral or objective connotation, but in the context of the review, they convey the reviewer's impression or opinion about the restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Not the quality you'd expect from a conveyor belt sushi!,"Kaiten Sushi Ginza Onodera, as you might have heard, is a place worth visiting for its high-quality sushi. While it might be on the pricier side for a kaiten sushi restaurant, considering it's in Ginza, I believe it’s perfect for families. You can enjoy your meal casually and take as much as you want. I really enjoy kaiten sushi! The castella-style egg and the freshly made tamagoyaki from the skilled chefs were truly delicious. The anago (conger eel) was expertly prepared, and the rolls made with saba (mackerel) were incredibly tasty. Is the tuna from Yamazukuri? Everything had high quality, the restaurant was new and spotless, and it even seems like you can make reservations despite it being a kaiten sushi place. It’s likely to rank first among kaiten sushi spots in Tokyo, at least in my family's chart.","Here are the words representing the reviewer's impressions:

* perfect
* truly delicious
* incredibly tasty
* high-quality
* spotless
* excellent

These words convey a positive impression of the restaurant, indicating that the reviewer enjoyed their experience and found the food to be of high quality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Delicious Kaiten Sushi Every Time,"Kaiten Sushi Ginza Onodera in OmotesandoI went shopping in Omotesando for the first time in a while and heard there was a kaiten sushi (conveyor belt sushi) from the luxury sushi restaurant ""Ginza Onodera,"" so I decided to check it out.To my surprise, the quality was outstanding, featuring delicious cuts like medium-fatty tuna and fresh mackerel that you wouldn’t expect from a kaiten sushi place! (◎_◁E)There was even a tuna filleting demonstration during my visit.This is definitely one of the places I want to return to.","Here are the words representing the reviewer's impressions:

* Outstanding
* Delicious
* Surprising
* Fresh
* One of the places I want to return to

These words convey the reviewer's positive emotions and satisfaction with their experience at Kaiten Sushi Ginza Onodera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Great location at this price,"The management's response time has definitely improved.Now, regarding this restaurant, it has a great location and quality at this price.It's a conveyor belt sushi, but the sushi doesn’t flow.They deliver your orders promptly.When I entered, it was peak hours, so I had to write my name and wait for a while, but by the time I left, there were hardly any customers.Depending on the time of your visit, there might be a wait.While some of the ingredients are on the expensive side, you do get a decent quality.During busy times, they might forget your order, but the overall service atmosphere is quite good.I was more satisfied than with conveyor belt sushi in Tsukiji.In that sense, I would give it a high rating.","Here are the words representing the reviewer's impressions:

* great
* excellent
* decent
* good
* satisfied
* high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"Interesting experience, but once is enough! ","Since it's been a while since they opened, I thought I'd have to try it to really understand! I lined up 15 minutes before opening on Saturday.The interior is spacious, and it seems like there would be room for more customers right when it opens.I was there until around 11:30, and by that time, there was one group waiting.Ordering is done via a touchscreen. While there are rotating sushi plates, many of them were just going around without anything on them.Only the items I ordered were brought to my table by the staff.I ordered a few interesting pieces. The rare items were sold out quicklyalmost instantaneously!The vinegared mackerel wrapped in kombu was unique and quite delicious. The medium fatty tuna was also good.Although the food came out quickly, I was disappointed to find soy sauce splattered on the plates. It's nice that they apply it for you...I do like warm sushi rice, but the pieces were made too loosely, making it difficult to pick up the anago (sea eel), and I ended up leaving a lot of rice on the plate.The sloppy presentation really reminded me that it’s still a kaiten sushi place.While I don't intend to compare it with non-rotating sushi restaurants, the lack of attention to detail compared to other kaiten sushi places stood out.Given my expectations, I was quite disappointed.It was a great meal.","Here are the words representing the reviewer's impressions:

* unique
* delicious
* good
* disappointed
* sloppy
* great

Note that some of these words may have a nuanced meaning depending on the context, but overall they convey the reviewer's emotional response to their experience at the sushi restaurant.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Michelin-Starred Kaiten Sushi,"Opened in October, this kaiten sushi restaurant is supervised by ""Ginza Onodera,"" ensuring a top-notch selection of fish! Enjoy premium tuna cuts including chutoro, otoro, marinated akami, and akami. The presentation is charming, and the ingredients are impeccable! It's highly recommended for those who want to enjoy authentic sushi easily.","Here are the words representing the reviewer's impressions:

* ""top-notch""
* ""charming""
* ""impeccable""
* ""highly recommended""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"Delicious Sushi: Second Visit to Omotesando ""Onodera""","This is the kaiten sushi version of Ginza Onodera, located in Omotesando.It's positioned as a budget-friendly optiona perfect introduction to the gourmet sushi experience, and it's certainly delicious!On this day, they had just acquired some fresh tuna at auction, and when we were seated, they handed us an ""order ticket"" and asked, ""Would you like to place your order now?"" Naturally, we did, and it was delicious.While the sushi is tasty, the variety of toppings is somewhat limited.The sushi is made without using seasoned soy sauce, so the rice has a nice flavor on its own.Most pieces are around JPY 400 each.The most expensive was the uni (sea urchin) at JPY 800, I believe.Reservations are not accepted.There is a ticket machine in front of the restaurant where you check in.I was told it would be a one-hour wait, but it was actually about 30 minutes.There are lanes, but they weren't busy at all.The restaurant is spacious and very clean.Despite its size, there are few seats, making it feel quite comfortable.Expect your budget to be around JPY 5000 to JPY 7000 per person.Given this, it's a great way to enjoy the atmosphere of a high-end establishment.","Here are the words representing the reviewer's impressions:

* Delicious
* Perfect
* Budget-friendly
* Gourmet
* Tasty
* Limited
* Nice
* Comfortable
* Great

These words convey the reviewer's positive and neutral opinions about the sushi restaurant, including its food quality, value, and ambiance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
